User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIAYS2NXC2TW3AL6UUS,2024-04-16T06:50:44Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,103.157.149.85,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::590184126119:policy/Denys3""}]",91af658d-200b-421b-8437-a1479591dcd2,562d9087-699f-48c0-98d4-762c4f04a059,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TW3AL6UUS,2024-04-16T06:50:44Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,103.157.149.85,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",e704e797-ea78-429e-9da2-58584954e26a,5d2eae2f-6ba9-45af-98ee-03aea1903d4d,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TW3AL6UUS,2024-04-16T06:50:44Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,103.157.149.85,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonS3FullAccess""}]",1d4e6a55-7c8f-4f09-b55d-889516bdb9c3,a9b98542-6436-400a-a198-2ccb84a5a8c2,false,AwsApiCall,590184126119,Management
root,,2024-04-16T05:39:54Z,signin.amazonaws.com,ConsoleLogin,us-east-1,103.157.149.85,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,[],,764082cd-7690-4e9d-83e3-73b561e432f7,false,AwsConsoleSignIn,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:16:12Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""}]",1c8b0262-14e5-4785-95f3-11446f4fc34f,21cb4bec-54fa-4c0c-8f67-8a17570af3ee,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:16:12Z,iam.amazonaws.com,CreateUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAYS2NXC2TRZMFAJFUX""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::590184126119:user/user2""}]",50cf08f5-dc56-49df-bd2c-0d0246933f58,3b958043-dc99-46fa-86b0-f107328b8929,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:16:12Z,iam.amazonaws.com,AddUserToGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",9ea886b0-b6a9-417a-93bc-a76a8a92e23e,7b1ffb6d-9272-4d24-bf16-6cd48a7a8534,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:15:58Z,iam.amazonaws.com,CreateGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::590184126119:group/usergroup""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAYS2NXC2T4YKLW6TMS""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",49c6e932-16c3-49a9-a393-75678a7a748d,1cbc0084-b623-4d22-8da5-19b1cda558eb,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:15:58Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",2d8d639b-a6e3-4508-abcd-72e07f0ff95c,e268ca0c-95a9-4cfc-ae39-c1f3a902bd5f,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:12:57Z,iam.amazonaws.com,DetachUserPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user1""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",d40c58dc-47a0-48ee-8108-865758deac46,1abf4cd3-f79b-48c3-b4c7-b3d1c806ae7b,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:12:57Z,iam.amazonaws.com,DeleteUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user1""}]",48c09e09-7dca-4cf9-9e50-2b87c0a09135,1ed77075-9d46-4bd7-9e0e-df8e01c2f1eb,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:12:57Z,iam.amazonaws.com,DetachUserPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user1""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::590184126119:policy/Denys3""}]",2cf052e8-1c5c-48a8-8ce5-4ad408751f61,7bc6059e-e3b8-442b-a4cd-e0b8e0aafef9,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:12:54Z,iam.amazonaws.com,DeleteLoginProfile,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user1""}]",758f8626-7a87-4684-8409-0be4beb61b6d,98734222-fe5b-437e-935f-46661fcab264,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:11:05Z,iam.amazonaws.com,DetachUserPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",29a3eb85-a50f-4394-bf09-5b22e8b16dc3,43d37938-a071-4594-8205-9618ec256e1f,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:11:05Z,iam.amazonaws.com,DeleteUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""}]",b5fa2c1c-d42f-4dc3-8439-9ea4d7667b93,4c5f73fa-6bfa-4b71-b829-4349e2659afb,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:07:39Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",7b8774e7-2ee6-467e-8cd5-92b283809244,3d888f3b-18f4-4ab4-bb95-760c92b54d81,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:07:39Z,iam.amazonaws.com,CreateUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAYS2NXC2TXQUX7AW25""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::590184126119:user/user2""}]",a19f8aa0-b8a0-445b-a6ca-b18dcca8de30,b8a08957-55ec-4261-afe8-f6b0e14f14fd,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:04:29Z,iam.amazonaws.com,DeleteGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",55906661-03ea-4e6c-ad1e-1721b70fa010,61c32bfb-3223-43bf-9a5f-d042b4ccc887,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:04:28Z,iam.amazonaws.com,DetachGroupPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",0b150781-4a4d-4463-aa22-06f10adf3545,34db68c5-fddb-4978-a034-dadf67a45f7d,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:04:02Z,iam.amazonaws.com,DeleteUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""}]",627f9b0c-1288-49cf-a328-ac5bb49bb66a,0b5bcd02-4060-4f0a-a1c8-3aaca5b7d689,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:04:01Z,iam.amazonaws.com,RemoveUserFromGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",8a68cbdd-e530-4c5a-a7ba-d56007461715,869db704-7cf4-4fc1-8cc8-5ba6a43fd8aa,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T15:03:59Z,iam.amazonaws.com,DeleteLoginProfile,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""}]",2cb06fc4-689b-4012-b00b-d89d4b7e7221,51acdb85-54f5-4e9f-8727-ba047c6a4e54,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:46:23Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""}]",80538d38-2357-4cd3-bb4f-bf647e857451,2a36b24c-db9b-419e-b3f0-e6e293ed6b92,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:46:22Z,iam.amazonaws.com,CreateUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAYS2NXC2TVTAPSXG7Q""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::590184126119:user/user2""}]",f65b1074-221a-4e8b-b99b-e1925f0a69a8,a486b3c3-9ef9-437b-b63b-9df34f2960ab,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:46:22Z,iam.amazonaws.com,AddUserToGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",87897225-3b63-449e-a9d6-93f63bbb3d07,da44cf7e-3942-4f57-80bf-0da87fcdb98f,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:46:11Z,iam.amazonaws.com,CreateGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::590184126119:group/usergroup""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAYS2NXC2T6Q6G65Z2V""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",1556da0c-3991-46ea-811c-a4f9ee36da5d,4a2e6414-f3a7-46ea-9325-2f68d3ed2703,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:46:11Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",6779a197-818c-45b0-9a22-4dab6413bf23,501f5abe-b192-49c5-a048-1dfe6cd8c193,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:43:59Z,iam.amazonaws.com,DeleteGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",10bfa06e-47c0-4521-bda6-903a247c7546,15cba0a3-752c-42f1-a28f-b24fabe8fe13,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:43:58Z,iam.amazonaws.com,DetachGroupPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",780b9480-b879-494b-8b10-e1ddcc2b596a,fcf9dce8-59f7-469e-811b-3d0aa2d3f968,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:43:10Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",07fd8edf-ce1a-486a-bcd2-7c0d47399080,04b764e0-31fc-4156-97e4-1320f4952a51,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:43:10Z,iam.amazonaws.com,CreateGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAYS2NXC2TYIEH4UAI2""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::590184126119:group/usergroup""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",1d9275c4-045f-42db-bf74-5bbef12c2b65,727767d4-76ef-447f-83b7-91535f4e6f67,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:41:40Z,iam.amazonaws.com,DeleteUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""}]",ceb52753-3e04-416a-8d97-0addc714d802,a9cf8f2a-2634-469c-85e7-cac6132f1368,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:41:37Z,iam.amazonaws.com,DeleteLoginProfile,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""}]",35120376-072f-4d8b-9bc5-de35cab28789,0a089d74-5060-4774-bf9d-ad08fa20b632,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:40:15Z,iam.amazonaws.com,DeleteGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",fab64b39-678c-4dfb-a799-f7bd80bb089a,1a6cb6b1-f405-4aad-8587-5b842e5814c9,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:40:15Z,iam.amazonaws.com,DetachGroupPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",750d152e-cc82-4360-8601-7a7b15a3fa6e,8b420cab-8c61-4ca4-9208-ee1e1c7a209b,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:40:14Z,iam.amazonaws.com,RemoveUserFromGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",84c5a344-39f7-4380-9137-0413d984f9a3,014eb50b-f909-4d51-941c-5ad088f8ec5b,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:38:43Z,iam.amazonaws.com,CreateUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAYS2NXC2TT2VSWFVV5""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::590184126119:user/user2""}]",e9d3ed54-9fd0-44d6-8a49-60fe83911f86,1deb0605-72b7-469a-a282-a235364d70ad,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:38:43Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""}]",e1144a0b-39d3-40e3-ab66-74a42a901244,89370596-9229-48da-9b69-35005fd705ed,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:38:43Z,iam.amazonaws.com,AddUserToGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user2""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",d432483e-40da-4cd0-ab66-f5623ff09a4e,94e64d74-d99c-487e-9d44-464ed452a492,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:38:24Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",894404ad-91de-4ad4-ae35-5c650b087523,8085c6ca-cd64-496d-a124-70c1e0a1d4c4,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TY7CFXPF4,2024-04-15T14:38:23Z,iam.amazonaws.com,CreateGroup,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::590184126119:group/usergroup""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAYS2NXC2TREY3VHRM3""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""usergroup""}]",530d31c5-3317-4640-af7b-3e90027c38ed,641510e7-0941-4331-9961-428411e1fdf9,false,AwsApiCall,590184126119,Management
root,,2024-04-15T14:35:58Z,signin.amazonaws.com,ConsoleLogin,us-east-1,103.81.77.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,[],,c5b1fd74-6cd4-4769-9a72-54610aa071c9,false,AwsConsoleSignIn,590184126119,Management
user1,ASIAYS2NXC2TYMARS4DQ,2024-04-15T11:14:19Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],4024fcc0-654e-4f13-ab5b-c0d0db36cb54,d4b45828-0021-4e36-bf0a-0e9039f19083,false,AwsApiCall,590184126119,Management
user1,,2024-04-15T11:13:57Z,signin.amazonaws.com,ConsoleLogin,us-east-1,103.81.77.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",,[],,b125ddbc-1e1a-4b49-9629-70004e81a6b2,false,AwsConsoleSignIn,590184126119,Management
root,ASIAYS2NXC2TS72T3NVT,2024-04-15T11:12:25Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user1""}]",3024c536-4753-4a4c-9d2f-7e7c225b1e14,6fe50c16-c992-4648-b51f-875c590ed88b,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TS72T3NVT,2024-04-15T11:12:25Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user1""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::590184126119:policy/Denys3""}]",6f4ee71e-626e-47fe-a2bf-4c25e25e6911,8ffa0027-746f-4fa9-b2e5-cf797b1c23e3,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TS72T3NVT,2024-04-15T11:12:24Z,iam.amazonaws.com,CreateUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAYS2NXC2TY7KVVBZ7H""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""user1""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::590184126119:user/user1""}]",fb2244ef-29b9-441c-b8cb-ace7b78f5c28,c3fe18c4-d026-4810-8765-fc095b3c4582,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TS72T3NVT,2024-04-15T11:12:24Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user1""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",83610f3c-8642-4de4-9923-94079fa15120,cfb3b72a-4e85-42a3-b07a-76d801be9030,false,AwsApiCall,590184126119,Management
root,ASIAYS2NXC2TS72T3NVT,2024-04-15T11:11:12Z,iam.amazonaws.com,DeleteUser,us-east-1,103.81.77.88,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""user3""}]",bc708d66-4a71-45ba-82da-c7e9a4e0f8aa,b94cc8ed-01e7-4e7e-944a-6855b3f6494e,false,AwsApiCall,590184126119,Management
